temperature,humidity,wind_speed,pressure,uv_index,rain_prob,season,time_of_day,feel_category
-7.4,82.6,60.0,958.2,4.2,52.5,Winter,Morning,Freezing
18.0,95.1,22.3,988.0,0.8,83.2,Rainy,Night,Cool
46.7,39.2,77.7,1049.1,12.5,1.4,Summer,Morning,Extreme Heat
48.3,15.0,88.5,1093.6,0.1,27.3,Summer,Night,Extreme Heat
27.1,32.4,80.0,1055.8,1.6,21.8,Summer,Night,Comfortable
15.2,50.9,40.5,854.8,1.9,16.5,Spring,Afternoon,Cool
35.1,31.2,71.4,852.5,0.9,38.5,Summer,Evening,Hot
19.5,47.2,92.9,1043.2,4.6,39.0,Autumn,Afternoon,Cool
18.2,92.0,96.9,880.1,2.9,41.1,Rainy,Afternoon,Cool
25.1,58.5,41.8,942.9,1.0,12.0,Spring,Morning,Comfortable
23.6,76.6,2.8,1074.6,6.5,31.2,Autumn,Morning,Pleasant
17.0,79.5,85.2,1084.3,5.2,18.9,Spring,Afternoon,Cool
19.4,62.0,118.8,909.8,1.1,26.0,Autumn,Evening,Cool
25.9,92.2,24.6,1031.4,1.2,93.8,Rainy,Evening,Comfortable
32.9,45.2,117.8,981.8,14.1,6.6,Summer,Afternoon,Warm
29.3,98.2,40.5,1031.2,1.1,43.6,Rainy,Evening,Comfortable
-14.8,30.4,75.7,961.9,1.9,38.3,Winter,Afternoon,Very Freezing
21.4,82.5,81.6,869.1,2.9,88.4,Rainy,Afternoon,Pleasant
-0.9,53.8,5.3,891.4,4.1,8.4,Winter,Afternoon,Freezing
29.8,99.3,95.2,1063.4,0.5,97.6,Rainy,Night,Comfortable
17.0,52.4,114.4,980.6,0.4,18.4,Autumn,Evening,Cool
-13.8,41.8,1.6,853.5,1.7,29.3,Winter,Evening,Very Freezing
24.1,51.7,114.3,1091.8,3.7,34.2,Spring,Afternoon,Pleasant
13.2,55.2,93.8,1090.0,1.5,34.2,Autumn,Evening,Cold
21.7,73.1,45.2,988.0,6.6,1.8,Autumn,Morning,Pleasant
-13.8,58.3,97.0,913.5,0.5,16.1,Winter,Night,Very Freezing
10.0,79.6,18.5,1097.5,7.7,19.8,Autumn,Morning,Cold
37.0,35.4,10.9,858.2,5.6,17.8,Summer,Morning,Hot
1.8,84.6,46.4,993.5,3.9,90.8,Winter,Afternoon,Very Cold
46.9,49.0,3.3,1060.0,12.5,9.1,Summer,Afternoon,Extreme Heat
28.7,67.4,27.0,957.8,12.2,22.5,Summer,Morning,Comfortable
19.2,76.2,17.3,957.5,1.8,33.8,Spring,Evening,Cool
24.9,75.3,106.7,986.1,2.4,10.2,Spring,Morning,Pleasant
30.0,72.2,8.5,867.3,1.9,70.4,Rainy,Night,Warm
29.4,94.3,39.9,1023.4,1.5,79.3,Rainy,Evening,Comfortable
30.3,83.9,33.9,956.3,1.3,47.7,Rainy,Afternoon,Warm
39.8,12.5,43.5,1030.8,7.0,8.1,Summer,Morning,Hot
20.7,78.6,6.2,897.8,3.2,29.3,Spring,Morning,Pleasant
15.8,71.7,73.2,1074.0,1.6,10.1,Autumn,Evening,Cool
19.8,76.8,119.9,951.4,2.5,85.7,Rainy,Afternoon,Cool
23.6,34.3,65.3,1027.3,0.3,31.2,Spring,Night,Pleasant
48.8,11.7,31.8,1000.4,8.0,28.6,Summer,Morning,Extreme Heat
16.3,58.3,61.1,942.3,7.5,33.1,Spring,Morning,Cool
30.9,89.3,87.5,1065.4,2.9,88.4,Rainy,Afternoon,Warm
19.5,48.5,117.4,1064.1,5.9,29.1,Spring,Morning,Cool
22.1,47.2,57.9,976.7,0.8,36.3,Spring,Evening,Pleasant
44.6,15.0,95.7,1004.0,1.7,3.9,Summer,Evening,Very Hot
29.4,84.1,116.0,862.9,4.5,83.1,Rainy,Morning,Comfortable
25.4,60.4,47.6,882.9,1.7,6.3,Spring,Night,Comfortable
14.1,77.9,80.7,1049.2,0.5,25.0,Autumn,Night,Cold
29.7,96.7,1.5,1018.5,1.4,72.9,Rainy,Afternoon,Comfortable
17.5,52.6,112.2,957.6,1.8,24.2,Spring,Evening,Cool
22.0,80.1,82.3,933.1,1.4,62.4,Rainy,Morning,Pleasant
19.0,66.9,75.9,899.7,3.9,30.0,Autumn,Morning,Cool
14.6,81.8,109.8,852.9,4.2,98.6,Autumn,Morning,Cold
-0.8,83.8,66.7,897.5,5.1,52.3,Winter,Afternoon,Freezing
26.9,63.3,62.0,1035.0,1.3,22.0,Summer,Night,Comfortable
0.8,39.5,111.1,867.1,0.9,27.8,Winter,Evening,Very Cold
19.3,84.4,77.0,1025.9,0.7,73.8,Rainy,Night,Cool
41.8,33.3,63.1,912.4,5.0,7.0,Summer,Morning,Very Hot
24.3,86.4,25.6,1084.8,1.0,86.3,Rainy,Afternoon,Pleasant
15.2,32.8,75.3,946.4,7.6,21.7,Autumn,Afternoon,Cool
21.1,90.4,74.1,1034.9,2.5,79.9,Rainy,Morning,Pleasant
6.0,48.0,106.8,871.1,6.7,34.5,Winter,Afternoon,Very Cold
17.2,54.1,119.6,907.3,4.8,26.8,Autumn,Morning,Cool
-12.9,66.0,98.2,862.5,1.8,1.2,Winter,Night,Very Freezing
25.4,34.2,109.3,938.7,9.2,8.6,Summer,Morning,Comfortable
39.9,24.9,40.0,1071.2,0.8,19.7,Summer,Evening,Hot
17.6,63.9,89.1,1034.5,1.0,2.7,Spring,Night,Cool
12.2,62.1,64.6,917.2,3.6,35.8,Winter,Morning,Cold
44.7,28.2,75.6,912.1,12.1,17.1,Summer,Afternoon,Very Hot
19.1,81.5,7.7,1056.2,3.0,66.6,Autumn,Afternoon,Cool
32.5,57.6,6.7,972.8,14.3,4.2,Summer,Morning,Warm
18.2,79.3,110.9,878.0,4.6,87.2,Rainy,Afternoon,Cool
20.5,69.6,99.2,961.6,6.6,0.3,Autumn,Morning,Pleasant
16.2,60.4,30.6,1035.6,0.2,34.9,Autumn,Night,Cool
17.8,74.5,94.4,1008.1,0.7,10.9,Spring,Evening,Cool
27.6,51.6,66.4,975.8,6.9,34.4,Summer,Morning,Comfortable
9.3,77.2,89.8,959.8,1.2,6.4,Winter,Evening,Cold
17.3,68.2,27.6,879.4,0.3,0.1,Spring,Evening,Cool
5.6,58.3,19.4,870.9,1.1,6.6,Winter,Morning,Very Cold
-11.5,49.5,12.6,905.6,1.0,24.3,Winter,Evening,Very Freezing
21.1,98.6,74.0,989.2,3.9,65.7,Rainy,Afternoon,Pleasant
27.8,89.6,20.6,975.0,0.8,92.2,Rainy,Evening,Comfortable
-1.4,36.3,72.7,879.3,3.4,5.7,Winter,Morning,Freezing
-12.8,51.6,107.5,901.1,4.6,16.8,Winter,Morning,Very Freezing
44.8,12.8,56.9,990.2,11.3,27.5,Summer,Afternoon,Very Hot
10.1,69.8,64.3,1059.0,1.6,33.7,Autumn,Night,Cold
22.7,92.7,54.2,895.9,1.7,93.0,Rainy,Night,Pleasant
19.1,78.6,96.4,1075.4,0.4,44.0,Rainy,Evening,Cool
17.6,83.2,8.0,1012.1,0.1,62.5,Autumn,Evening,Cool
20.6,84.8,67.1,930.3,2.5,61.0,Spring,Afternoon,Pleasant
23.2,81.2,86.7,1014.2,1.4,40.5,Rainy,Evening,Pleasant
27.3,81.9,0.6,1051.1,6.4,72.9,Rainy,Afternoon,Comfortable
44.2,33.3,93.8,1037.9,1.6,20.7,Summer,Night,Very Hot
41.8,34.8,89.1,892.5,0.4,35.6,Summer,Evening,Very Hot
26.8,71.7,71.7,1013.5,7.2,23.2,Spring,Afternoon,Comfortable
-3.4,69.4,32.5,900.6,0.6,9.7,Winter,Night,Freezing
23.9,96.8,60.8,897.0,1.5,81.8,Rainy,Afternoon,Pleasant
21.5,66.3,95.5,918.0,1.4,10.6,Autumn,Evening,Pleasant
21.2,83.5,99.1,965.8,2.9,79.3,Rainy,Afternoon,Pleasant
7.2,75.2,55.4,1095.8,1.6,30.9,Winter,Evening,Very Cold
12.1,41.9,55.7,916.0,0.8,35.5,Autumn,Night,Cold
15.5,66.7,38.8,1074.5,1.8,13.0,Spring,Night,Cool
28.0,75.4,101.4,912.3,1.2,2.7,Spring,Evening,Comfortable
30.6,97.7,96.2,1018.6,0.0,67.9,Rainy,Night,Warm
16.7,31.2,43.3,1045.9,5.0,12.5,Spring,Morning,Cool
15.2,30.9,110.0,1026.5,0.6,5.3,Spring,Evening,Cool
25.9,86.9,103.7,996.7,5.1,99.4,Rainy,Afternoon,Comfortable
27.5,69.8,69.5,992.4,1.7,62.7,Rainy,Evening,Comfortable
1.6,64.8,56.3,960.8,1.0,34.4,Winter,Evening,Very Cold
12.9,57.7,113.9,1058.2,0.7,34.5,Winter,Night,Cold
26.8,66.9,77.3,1093.6,1.5,73.3,Rainy,Morning,Comfortable
45.3,26.6,24.5,860.6,1.2,18.1,Summer,Night,Extreme Heat
4.0,31.4,20.6,963.4,0.9,27.4,Winter,Night,Very Cold
24.8,79.1,18.4,993.2,0.6,95.3,Rainy,Night,Pleasant
0.7,49.5,6.2,857.9,0.8,3.4,Winter,Evening,Very Cold
13.4,68.0,71.6,975.4,2.0,27.3,Autumn,Night,Cold
29.2,96.0,15.0,900.1,2.5,81.5,Rainy,Morning,Comfortable
48.5,41.0,15.4,936.9,0.9,15.8,Summer,Night,Extreme Heat
47.3,22.2,66.2,1047.4,0.8,6.7,Summer,Night,Extreme Heat
18.8,98.0,9.0,959.6,1.1,99.1,Rainy,Night,Cool
27.9,30.5,18.7,901.8,1.3,8.8,Summer,Night,Comfortable
13.6,49.5,80.9,865.6,2.5,32.4,Autumn,Afternoon,Cold
-17.3,84.3,32.6,874.6,1.7,82.4,Winter,Night,Very Freezing
22.5,57.8,17.3,1006.0,0.5,19.5,Spring,Night,Pleasant
36.5,22.3,98.7,864.2,9.2,18.3,Summer,Morning,Hot
22.5,66.7,93.2,1065.6,3.2,21.5,Spring,Morning,Pleasant
24.9,81.7,1.9,980.7,4.3,79.4,Spring,Morning,Pleasant
19.6,66.2,14.0,1049.9,0.2,27.9,Autumn,Night,Cool
25.2,96.6,106.8,1054.5,4.6,84.2,Rainy,Morning,Comfortable
22.2,52.2,116.4,1083.1,6.2,11.2,Autumn,Afternoon,Pleasant
13.9,42.0,21.9,1056.4,3.0,37.1,Autumn,Morning,Cold
34.4,73.9,44.1,871.8,10.6,33.8,Summer,Afternoon,Warm
27.9,31.4,30.3,980.0,4.7,23.6,Spring,Afternoon,Comfortable
18.7,63.0,6.4,944.1,2.6,10.6,Autumn,Morning,Cool
30.0,46.2,28.5,1087.1,1.9,24.4,Summer,Evening,Warm
29.0,85.6,0.8,1043.1,5.9,76.9,Rainy,Afternoon,Comfortable
0.9,85.0,92.3,949.5,1.7,50.2,Winter,Evening,Very Cold
17.7,48.7,61.3,1003.8,7.4,20.4,Spring,Afternoon,Cool
23.1,45.3,102.4,1082.1,2.0,31.8,Spring,Evening,Pleasant
21.0,76.8,55.9,1043.3,7.4,51.3,Rainy,Afternoon,Pleasant
27.7,86.4,24.0,863.9,5.0,79.1,Rainy,Afternoon,Comfortable
38.9,44.3,100.2,1081.8,0.7,12.7,Summer,Night,Hot
20.6,34.8,33.9,954.6,0.6,13.3,Spring,Night,Pleasant
-18.5,65.0,71.7,1013.3,0.4,11.8,Winter,Evening,Very Freezing
21.6,49.3,109.6,934.9,0.9,27.1,Spring,Evening,Pleasant
33.7,54.0,95.3,919.5,6.4,12.5,Summer,Morning,Warm
11.2,84.5,64.9,1096.2,7.6,67.2,Autumn,Morning,Cold
11.3,39.0,71.4,887.6,1.9,17.9,Autumn,Evening,Cold
-11.4,55.9,79.4,1037.8,1.5,23.1,Winter,Evening,Very Freezing
29.4,91.5,6.7,851.7,0.4,79.8,Rainy,Night,Comfortable
-5.9,78.7,107.5,1077.3,0.6,27.6,Winter,Evening,Freezing
29.8,40.2,41.1,957.5,13.3,4.8,Summer,Afternoon,Comfortable
16.5,67.5,114.0,884.3,6.1,25.3,Spring,Morning,Cool
38.7,46.1,41.3,1033.3,11.6,37.3,Summer,Afternoon,Hot
17.9,66.1,107.8,949.9,0.7,0.4,Autumn,Evening,Cool
28.9,68.5,9.1,940.4,1.6,75.1,Rainy,Morning,Comfortable
26.6,73.1,84.0,1004.2,7.0,8.9,Spring,Morning,Comfortable
-0.1,46.3,112.6,1054.7,7.9,10.4,Winter,Morning,Freezing
-11.6,37.9,13.9,856.8,4.7,8.7,Winter,Morning,Very Freezing
22.5,37.6,82.7,1074.4,1.5,3.1,Spring,Evening,Pleasant
29.1,70.5,6.2,989.3,2.1,90.1,Rainy,Morning,Comfortable
22.4,40.0,16.8,994.1,6.3,31.3,Spring,Afternoon,Pleasant
27.1,36.5,112.0,1021.0,1.1,1.3,Spring,Night,Comfortable
20.3,38.9,78.8,1092.8,4.9,28.6,Spring,Afternoon,Pleasant
20.4,36.4,73.5,1084.6,1.3,3.1,Spring,Evening,Pleasant
25.7,79.1,100.0,1053.7,1.2,62.4,Rainy,Night,Comfortable
19.5,77.4,49.6,1019.0,5.6,44.2,Rainy,Afternoon,Cool
12.2,75.5,5.0,954.8,0.3,35.2,Autumn,Night,Cold
22.4,98.9,31.5,928.3,6.9,43.0,Rainy,Afternoon,Pleasant
15.3,47.4,34.3,872.8,0.6,1.7,Autumn,Evening,Cool
20.2,54.4,107.2,1014.5,1.1,37.7,Spring,Morning,Pleasant
16.4,72.2,60.1,958.4,2.7,21.9,Spring,Afternoon,Cool
47.5,18.6,106.1,989.9,13.3,28.5,Summer,Morning,Extreme Heat
15.5,70.1,41.5,1017.8,1.6,37.9,Autumn,Evening,Cool
21.0,44.6,118.8,856.4,5.2,26.4,Autumn,Afternoon,Pleasant
28.0,81.6,21.7,1005.7,7.2,58.4,Summer,Afternoon,Comfortable
28.3,61.1,53.1,1049.3,1.4,27.6,Summer,Night,Comfortable
41.5,34.1,19.6,908.5,5.2,33.4,Summer,Morning,Very Hot
16.8,42.7,104.2,1081.6,0.8,2.0,Spring,Evening,Cool
26.0,78.8,3.4,995.8,0.0,87.2,Rainy,Night,Comfortable
-7.3,61.1,0.8,865.5,1.1,22.6,Winter,Night,Freezing
15.7,39.0,26.6,929.4,0.5,3.5,Autumn,Night,Cool
-13.2,32.8,75.2,921.8,0.6,13.3,Winter,Night,Very Freezing
21.4,54.3,40.1,948.6,1.1,6.5,Spring,Night,Pleasant
8.2,71.8,18.5,887.3,2.9,14.4,Winter,Morning,Cold
9.0,62.2,40.5,1050.7,2.7,39.0,Winter,Morning,Cold
14.7,47.2,14.7,877.8,5.5,35.0,Autumn,Afternoon,Cold
41.8,43.0,47.6,889.1,1.5,14.4,Summer,Night,Very Hot
-10.5,34.5,119.1,889.1,2.0,39.1,Winter,Night,Very Freezing
25.1,87.3,118.2,1042.0,4.0,66.8,Rainy,Morning,Comfortable
3.3,57.5,77.4,855.9,0.9,11.2,Winter,Night,Very Cold
19.4,86.1,62.8,913.4,0.9,69.5,Rainy,Evening,Cool
30.3,72.1,30.4,1066.4,0.2,5.0,Summer,Evening,Warm
13.7,37.4,18.2,1072.4,1.9,30.6,Winter,Evening,Cold
-20.0,50.8,17.2,854.6,0.9,37.7,Winter,Night,Very Freezing
41.5,36.1,30.1,1012.6,7.1,4.9,Summer,Morning,Very Hot
-16.0,84.8,22.0,998.5,0.8,47.6,Winter,Evening,Very Freezing
1.8,74.4,101.0,970.7,6.4,26.9,Winter,Morning,Very Cold
16.9,64.8,96.7,949.5,1.6,23.7,Autumn,Night,Cool
10.3,50.0,65.6,1060.0,1.9,32.0,Autumn,Morning,Cold
-14.7,76.8,119.0,1031.7,1.6,39.8,Winter,Night,Very Freezing
41.9,37.2,113.5,924.0,0.0,10.9,Summer,Night,Very Hot
27.3,87.2,71.2,854.1,6.1,59.4,Rainy,Morning,Comfortable
22.2,48.9,16.1,873.6,1.7,36.7,Spring,Evening,Pleasant
-16.4,52.1,87.5,1045.0,1.8,0.0,Winter,Morning,Very Freezing
25.8,70.2,11.1,1053.8,7.3,89.4,Rainy,Morning,Comfortable
22.2,74.7,46.1,1016.6,7.9,9.0,Spring,Morning,Pleasant
28.5,34.5,99.6,1094.2,0.8,3.5,Summer,Night,Comfortable
26.2,93.4,39.2,926.4,0.8,80.4,Rainy,Night,Comfortable
16.7,64.8,15.4,994.6,1.4,28.0,Spring,Night,Cool
46.8,30.0,87.6,1004.8,0.4,1.0,Summer,Evening,Extreme Heat
16.9,73.8,27.9,906.5,1.1,20.9,Autumn,Night,Cool
22.2,74.7,92.6,1013.0,6.8,98.5,Rainy,Afternoon,Pleasant
22.1,97.6,62.8,917.9,3.8,75.9,Rainy,Afternoon,Pleasant
28.8,83.7,65.4,883.9,13.9,44.5,Summer,Afternoon,Comfortable
17.5,68.6,66.8,939.7,1.8,0.8,Spring,Night,Cool
44.2,38.1,39.8,1018.9,9.0,30.3,Summer,Morning,Very Hot
-7.0,60.3,94.8,929.5,1.2,13.8,Winter,Evening,Freezing
36.7,13.1,19.9,865.3,10.0,4.3,Summer,Afternoon,Hot
22.2,54.9,118.3,850.0,5.3,24.7,Autumn,Morning,Pleasant
10.9,74.8,112.9,1012.2,7.7,6.1,Autumn,Afternoon,Cold
1.1,62.0,48.2,934.5,1.9,15.7,Winter,Morning,Very Cold
5.7,41.5,7.0,988.1,1.2,34.9,Winter,Night,Very Cold
22.8,93.1,64.8,869.8,1.1,94.5,Rainy,Night,Pleasant
-9.6,37.9,18.2,958.2,1.2,3.2,Winter,Night,Freezing
0.5,75.6,9.6,969.2,1.3,33.1,Winter,Night,Very Cold
-10.3,81.7,14.9,1068.8,7.8,50.6,Winter,Afternoon,Very Freezing
21.2,55.8,50.7,1098.9,0.0,35.8,Autumn,Night,Pleasant
7.5,64.0,41.0,1068.5,1.1,9.1,Winter,Morning,Very Cold
22.9,86.4,2.9,879.1,1.9,51.4,Rainy,Afternoon,Pleasant
6.3,79.8,100.2,899.2,0.9,8.0,Winter,Night,Very Cold
17.0,33.7,26.2,1083.8,4.3,17.8,Autumn,Morning,Cool
18.2,77.6,19.8,953.8,0.0,19.1,Spring,Evening,Cool
8.7,75.4,94.5,920.8,6.9,21.7,Winter,Morning,Cold
1.9,30.7,17.2,1035.6,0.5,23.9,Winter,Evening,Very Cold
22.0,82.4,106.0,917.7,0.4,68.5,Autumn,Evening,Pleasant
18.4,84.4,62.5,1098.6,2.4,55.5,Rainy,Morning,Cool
26.9,72.8,98.7,1075.7,4.7,18.0,Spring,Morning,Comfortable
0.6,55.0,54.2,1084.2,2.0,31.9,Winter,Evening,Very Cold
34.0,84.4,82.1,1087.2,0.3,62.9,Summer,Night,Warm
19.4,39.3,6.6,932.8,6.4,16.5,Autumn,Afternoon,Cool
14.7,39.7,11.8,1089.2,1.2,29.1,Autumn,Night,Cold
17.2,32.8,74.1,901.9,5.1,4.5,Spring,Morning,Cool
16.1,64.5,77.7,1060.9,0.6,27.5,Autumn,Evening,Cool
21.4,64.7,88.8,1003.1,0.0,7.8,Spring,Night,Pleasant
13.8,70.2,44.7,980.5,0.1,7.2,Autumn,Evening,Cold
26.6,65.9,55.2,1018.9,5.3,22.7,Spring,Afternoon,Comfortable
20.8,84.7,1.3,1032.5,1.1,66.0,Autumn,Night,Pleasant
20.3,49.5,36.3,1032.7,5.9,23.6,Spring,Morning,Pleasant
19.5,43.4,78.7,899.7,0.6,9.0,Spring,Evening,Cool
18.4,77.4,93.6,991.0,0.5,81.7,Rainy,Evening,Cool
25.4,70.4,73.2,972.0,1.9,10.5,Spring,Morning,Comfortable
22.8,58.3,34.6,851.6,1.0,11.4,Spring,Night,Pleasant
22.6,81.8,20.9,967.9,0.2,77.5,Spring,Evening,Pleasant
35.2,30.9,107.6,899.1,0.0,34.5,Summer,Night,Hot
30.5,85.9,97.2,957.4,6.2,94.8,Rainy,Afternoon,Warm
29.5,44.8,23.8,911.7,8.1,22.2,Summer,Afternoon,Comfortable
15.9,75.7,21.3,1030.8,6.4,28.6,Spring,Afternoon,Cool
-19.5,49.8,72.6,946.9,1.7,12.4,Winter,Night,Very Freezing
-10.7,48.3,66.9,1026.8,1.3,32.3,Winter,Night,Very Freezing
12.6,84.8,86.4,921.8,7.2,43.0,Winter,Morning,Cold
31.4,42.1,16.6,1064.8,10.0,27.0,Summer,Afternoon,Warm
6.5,71.8,37.5,952.7,0.4,39.1,Winter,Night,Very Cold
20.0,50.6,106.4,887.8,0.3,13.1,Spring,Evening,Pleasant
41.8,39.2,69.0,901.7,10.0,12.5,Summer,Morning,Very Hot
2.6,71.0,27.9,951.3,0.5,7.9,Winter,Evening,Very Cold
44.9,22.9,91.8,885.8,1.3,25.7,Summer,Night,Very Hot
18.9,82.0,13.1,912.1,3.2,88.5,Rainy,Morning,Cool
-9.4,77.2,102.9,1041.2,2.0,27.6,Winter,Morning,Freezing
19.3,57.5,77.5,977.6,1.8,12.5,Spring,Afternoon,Cool
30.1,69.8,114.3,932.2,1.3,85.1,Rainy,Evening,Warm
22.1,92.4,96.4,1096.6,1.2,44.9,Rainy,Night,Pleasant
22.2,39.3,6.4,1029.4,1.0,34.0,Autumn,Evening,Pleasant
12.4,76.0,65.9,897.3,1.4,20.4,Autumn,Evening,Cold
44.8,49.2,111.9,1083.5,0.8,18.8,Summer,Evening,Very Hot
19.7,78.4,87.0,878.1,3.9,35.5,Spring,Morning,Cool
30.1,73.2,83.4,1007.4,1.7,47.9,Rainy,Evening,Warm
27.9,80.1,26.6,864.0,0.5,71.7,Spring,Night,Comfortable
17.2,55.4,4.0,880.5,3.9,2.5,Spring,Afternoon,Cool
24.6,80.8,104.3,982.5,4.3,64.6,Rainy,Afternoon,Pleasant
29.5,87.7,50.3,964.5,2.8,85.1,Rainy,Morning,Comfortable
19.2,62.8,119.5,958.8,1.8,13.8,Spring,Evening,Cool
30.1,53.0,26.4,850.1,14.2,33.8,Summer,Morning,Warm
6.3,70.3,105.1,1030.7,0.5,28.2,Winter,Evening,Very Cold
13.4,34.0,89.3,1027.8,0.5,30.0,Autumn,Night,Cold
11.5,42.8,90.0,918.6,5.4,3.2,Autumn,Afternoon,Cold
20.8,67.2,61.1,1065.4,7.1,0.4,Spring,Morning,Pleasant
-3.9,84.4,58.0,1096.7,6.3,54.9,Winter,Afternoon,Freezing
49.8,44.3,11.7,1026.6,0.7,0.3,Summer,Night,Extreme Heat
13.3,75.0,40.5,1056.9,1.0,12.3,Autumn,Afternoon,Cold
30.8,33.8,22.5,988.9,7.9,16.7,Summer,Morning,Warm
27.7,74.4,88.5,984.3,6.9,13.6,Spring,Afternoon,Comfortable
14.8,47.3,80.9,1061.1,1.8,28.7,Winter,Evening,Cold
19.0,96.8,22.8,1055.3,4.8,44.7,Rainy,Morning,Cool
21.5,95.1,20.3,1063.5,1.1,70.7,Rainy,Morning,Pleasant
48.4,46.4,98.4,1072.0,0.4,11.4,Summer,Night,Extreme Heat
13.3,71.5,53.5,998.1,5.9,7.8,Winter,Afternoon,Cold
45.7,36.2,49.3,1015.8,6.2,16.1,Summer,Morning,Extreme Heat
21.1,71.5,114.1,902.5,2.8,98.2,Rainy,Afternoon,Pleasant
42.5,44.1,13.9,1026.5,1.0,33.2,Summer,Evening,Very Hot
25.0,64.6,76.0,962.6,4.7,29.8,Spring,Afternoon,Comfortable
4.4,80.8,98.4,990.5,1.3,95.6,Winter,Night,Very Cold
8.9,67.9,66.2,910.5,0.9,38.7,Winter,Evening,Cold
2.5,63.1,83.5,940.6,1.6,8.2,Winter,Evening,Very Cold
24.6,78.2,62.1,953.3,2.4,64.7,Rainy,Afternoon,Pleasant
9.9,69.9,43.2,871.8,2.4,21.8,Winter,Morning,Cold
30.8,76.7,47.7,911.4,13.1,13.7,Summer,Morning,Warm
39.3,33.3,85.8,910.1,9.4,11.3,Summer,Morning,Hot
10.7,70.1,36.2,999.8,2.4,35.6,Winter,Morning,Cold
15.0,57.6,70.0,994.7,0.1,12.6,Spring,Evening,Cool
21.0,95.5,10.5,971.8,1.4,55.7,Rainy,Evening,Pleasant
45.7,17.6,110.1,988.4,8.0,17.2,Summer,Afternoon,Extreme Heat
29.1,94.2,118.3,1047.8,1.2,60.4,Rainy,Evening,Comfortable
10.6,71.0,53.5,855.0,0.1,15.5,Autumn,Night,Cold
19.6,64.9,22.4,1037.3,1.1,8.2,Spring,Evening,Cool
25.7,50.9,12.7,982.8,9.0,24.5,Summer,Afternoon,Comfortable
14.2,82.9,64.3,1004.6,5.8,80.0,Autumn,Afternoon,Cold
20.6,33.0,2.7,939.5,0.7,15.5,Spring,Night,Pleasant
12.1,70.0,72.0,1032.8,6.4,39.0,Autumn,Afternoon,Cold
31.1,83.0,59.7,894.6,1.8,90.5,Rainy,Afternoon,Warm
17.5,60.6,70.1,901.7,1.7,3.4,Spring,Evening,Cool
20.5,80.1,19.9,1026.7,4.7,78.1,Rainy,Morning,Pleasant
17.8,32.3,38.6,989.9,7.0,26.7,Spring,Afternoon,Cool
31.3,90.2,111.6,981.9,0.5,43.2,Rainy,Evening,Warm
-15.8,46.7,63.9,991.1,5.2,6.7,Winter,Morning,Very Freezing
1.6,83.3,87.3,1080.7,6.3,75.5,Winter,Morning,Very Cold
21.3,31.4,29.9,952.0,0.6,5.5,Spring,Evening,Pleasant
21.4,44.2,92.9,946.4,4.5,34.2,Autumn,Afternoon,Pleasant
8.2,37.5,8.4,1073.4,3.7,11.5,Winter,Morning,Cold
9.3,77.4,37.9,1063.1,1.3,2.0,Winter,Afternoon,Cold
18.9,76.4,80.7,934.3,2.3,56.9,Rainy,Afternoon,Cool
44.6,40.0,54.8,1061.4,0.2,10.2,Summer,Evening,Very Hot
34.4,84.0,56.0,1048.0,0.8,65.5,Summer,Night,Warm
15.6,54.1,101.3,915.6,0.8,1.6,Spring,Evening,Cool
26.1,85.0,39.9,928.9,0.2,62.0,Rainy,Evening,Comfortable
6.8,83.1,116.4,1066.3,1.2,82.1,Winter,Evening,Very Cold
18.8,55.1,57.8,1039.4,3.0,12.7,Autumn,Afternoon,Cool
-16.0,39.5,65.7,891.1,1.4,12.7,Winter,Morning,Very Freezing
25.2,68.6,90.2,1076.6,6.2,72.0,Rainy,Afternoon,Comfortable
24.0,30.6,47.3,1062.7,3.4,1.4,Spring,Afternoon,Pleasant
15.7,78.4,77.8,1074.8,5.4,5.3,Autumn,Morning,Cool
-12.9,80.0,91.2,1019.1,0.6,7.4,Winter,Evening,Very Freezing
21.2,42.4,74.0,860.1,3.3,18.7,Spring,Afternoon,Pleasant
27.8,41.5,15.6,900.9,6.4,17.0,Spring,Morning,Comfortable
15.4,54.5,98.0,1071.3,1.6,21.5,Spring,Afternoon,Cool
18.7,36.6,117.2,896.7,4.1,19.5,Autumn,Afternoon,Cool
-16.5,53.6,75.4,903.8,5.4,36.9,Winter,Afternoon,Very Freezing
18.5,73.2,37.2,949.8,2.7,52.2,Rainy,Afternoon,Cool
19.0,69.5,117.2,944.3,1.6,17.4,Autumn,Evening,Cool
17.3,82.1,26.3,931.6,6.3,63.6,Spring,Morning,Cool
36.1,39.7,27.4,864.6,0.6,19.0,Summer,Evening,Hot
-6.0,33.2,70.0,1071.1,2.1,23.9,Winter,Morning,Freezing
14.0,62.2,30.8,1083.5,1.9,31.9,Autumn,Morning,Cold
25.0,96.8,86.1,995.5,1.6,91.9,Rainy,Evening,Comfortable
16.7,51.2,116.0,1024.3,0.2,34.5,Autumn,Night,Cool
11.6,31.7,87.2,1068.5,2.5,6.3,Autumn,Morning,Cold
21.5,47.1,48.2,975.7,1.7,26.0,Autumn,Evening,Pleasant
17.3,58.2,85.8,1093.3,2.4,0.4,Spring,Afternoon,Cool
19.9,75.1,0.9,964.2,0.7,2.1,Spring,Night,Cool
-11.1,49.4,84.7,980.4,1.9,38.5,Winter,Afternoon,Very Freezing
15.5,31.2,92.9,883.6,4.3,24.2,Spring,Afternoon,Cool
